pipol_url,pipol_id,title,operating_unit,operating_unit_id,type_id,regular,bases,description,pipol_code,spatial_coverage_id,region_id,regions,provinces,pip,typology_id,cip,cip_type_id,trip,rdip,rdc_required,rdc_endorsed,rdc_endorsed_date,neda_secretariat_review_date,neda_submission_date,icc_endorsed_date,icc_approved_date,neda_board_date,sectors,subsectors,technical_readinesses,implementation_risk,project_status_id,iccable,updates,updates_date,pdp_chapter_id,pdp_chapters,expected_outputs,ten_point_agenda,sustainable_development_goals,gad_id,target_start_year,target_end_year,technical_readiness_id,fs_target_2018,fs_target_2019,fs_target_2020,fs_target_2021,fs_target_2022,fs_target_total,has_row,has_rap,has_row_rap,row_affected,rap_affected,row_target_2017,row_target_2018,row_target_2019,row_target_2020,row_target_2021,row_target_2022,row_target_total,rap_target_2017,rap_target_2018,rap_target_2019,rap_target_2020,rap_target_2021,rap_target_2022,rap_target_total,employment_generated,funding_sources,implementation_mode_id,nep_2017,gaa_2017,disbursement_2016,nep_2018,gaa_2018,disbursement_2017,nep_2019,gaa_2019,disbursement_2018,nep_2020,gaa_2020,disbursement_2019,nep_2021,gaa_2021,disbursement_2020,nep_2022,gaa_2022,disbursement_2021,pdp_indicators,investment_target_2016,investment_target_2017,investment_target_2018,investment_target_2019,investment_target_2020,investment_target_2021,investment_target_2022,investment_target_2023,infrastructure_target_2016,infrastructure_target_2017,infrastructure_target_2018,infrastructure_target_2019,infrastructure_target_2020,infrastructure_target_2021,infrastructure_target_2022,infrastructure_target_2023
http://pipol.neda.gov.ph/editproject/24686,24686,NDA - Strengthening Capabilities on Philippine Dairy Development and Regulation Policy Analysis and Formulation,NDA,34,2,0,"['4', '7']","Component 1: Joint Policy Study
• Joint Policy Research in Philippine Dairy Development Policy and Regulation. Dairy experts from Korea and Philippines and if necessary, with possible involvement of other ASAN and Asia Pacific resource persons, who shall jointly collaborate to review existing Philippine dairy policies and issuances, and come up with recommended courses of actions.
• The most critical areas which include dairy production, processing and marketing will be studied to find critical issues and problems and how to solve them. Results will be used as baseline data for further collaborative projects which may include infrastructure and technology development.

Component 2: Knowledge Sharing
• Short-term Trainings on 
   a. Dairy Policy Analysis and Development in Korea and 
   b. Dairy Regulation Standard Settings & Review in the Philippines.
   c. Dairy Extension and Dissemination Strategies on critical areas in production, processing and marketing.
• Country-industry Mission/Visits on successful public and private dairy enterprises in Korea and Philippines.
• Country-industry workshops on Dairy Development Policy and Review Collaboration.

Component 3: Dairy Project Identification and Development
• Project shortlisting and conceptualization workshops.
• Project proposal preparation.

Through this project, the dairy sector’s competiveness and capacities will also be fully strengthened in the country as extension services will continue to magnify its horizons by providing adequate and timely training and education. These are some of the areas that needs improvement in order to speed up, accelerate and increase dairy productivity and the number of farmers involved in the industry.

Specific Objectives:
• To develop high impact and sustainable Country Dairy Policies;
• To institutionalize the PHILKOR Dairy Development Cooperation; and,
• To operationalize the priority projects listed in the Public Investment Program 2017-2022:
1. Rural Dairy Industry development Project and
2. Partnership Arrangement and Operation of a Dairy Cattle Production and Rearing Farm Business for Dairy Development
3. Strengthening Capabilities on Philippine Dairy Development and Regulation Policy Analysis and Formulation (prioritizing the infrastructure component)",2020-05001-000138,2,11,"['3', '40', '6', '7', '10', '11']",['40'],1,2,0,,0,0,1,0,,,,,,,[],[],[],,2,0,Have yet to identify funding source,22/10/2019,8,['15'],"1. Policy Paper - Towards a more credible and sustainable Philippine Dairy Development
2. Adoption of the PEAK Program to Identify/Develop more Implementable Projects for Possible funding under the overseas Development Assistance (ODA)
3. Enhanced Project Documents: a) Rural Dairy Industry Development Project, b) Partnership Arrangement and Operation of a Dairy Cattle Production and Rearing Farm Business for Dairy Development",['5'],['2'],,2021,2021,3,,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,['3'],74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['4', '92']",0,0,0,0,0,11634150,0,0,0,0,0,0,0,0,0,0
http://pipol.neda.gov.ph/editproject/24738,24738,NDA - Strengthening Capacities of Dairy Farmers & Extension Workers,NDA,34,2,0,"['4', '6', '7']","The National Dairy Authority (NDA) was established in 1995. It is the central policy determining and directing body tasked to ensure the accelerated development of the Philippine dairy industry through policy direction and program coordination and implementation. The main goal of the NDA is to establish a profitable, competitive and sustainable growing dairy industry built on financially viable business performance throughout the value chain, providing good quality of life for farmers and ensuring consumers safe and quality milk and milk products.Majority of the Philippines’s annual dairy requirement is supplied by importers and processors. Local production continues to increase annually but not enough to cover local demand. In 2017 it imported 417,07 million kilograms of milk by 185 importers, processors and traders. In same year local production was only 22,76 million kilograms of milk. Milk is third largest agri-import.Philippines’s dairy sector represents a big potential for an improvement of a quality of life in rural areas. Development of milk production will have positive effects on unemployment rate and socio-economic situation in rural areas.  The NDA is given very limited funds every year to capacitate a total of 2,418 dairy farmers in dairy production and management. The lack of funds contributed to the very limited technical assistance the NDA can provide to these dairy farmers resulting to wrong practices and not enough knowledge to run a dairy enterprise and make it profitable.

The NDA is focused on improvement of situation. In 2017, the NDA and Czech Republic’s Development Assistance (program Aid for Trade of the Ministry of Industry and Trade of the Czech Republic) have started a new project focused on situation of dairy sector in Philippines - “Assistance in analyzing and improving value chains in the dairy industry in Philippines”. In scope of the project, Czech dairy experts have visited Philippines’s farms. They have identified three main issues that are complicating development of dairy industry in Philippines:
insufficient capacities of extension workers
- insufficient capacities of dairy farmers 
- insufficient promotion of local (Philippines’s) production and consumption

The proposed project is consistent with and directly supports the NDA Charter Statement and Strategy Map (Annex A) of improving the stakeholders’ welfare, ensuring the enforcement of dairy quality standards from production to post-harvest, advocate for the patronage of local milk and milk products and enhancing the competency of NDA manpower and farmer-clients.
Finally, the proposed project will help realize the Philippine Agriculture’s goals of expanding opportunities for those engaged in agriculture production and increasing access of small and subsistence farmers to economic opportunities as stipulated in Chapter 8 of the Philippine Development Plan (PDP) 2017-2022.",2020-05001-000145,2,14,"['15', '1', '2', '3', '40', '41', '5', '6', '7', '8', '14']",['17'],1,2,0,,0,0,1,0,,,,,,,[],[],[],,1,0,"18 September 2018 – The project was endorsed to the Embassy of Czech Republic for possible funding.

23 January 2019 – The project was endorsed to the Project Development Service (DA-PDS).

27 July 2019 – NDA was informed thru a letter from Geotest that dairy experts will arrive in the Philippines for the conduct of the training on 5-13 August 2019 .

Guidebooks were created and used in the training for dairy farmers and extension workers conducted by Czech Republic Dairy Experts last August 4-17, 2019",22/10/2019,8,['9'],"The project “Strengthening Capacities of Dairy Farmers & Extension Workers” has three main outputs.

OUTPUT 1: Capacity of dairy extension workers have been increased
First output will be achieved by training of 20 dairy extensions workers of NDA in 4 Philippines’s regions. It will be also achieved by creation of guidebook for dairy workers on animal welfare, animal nutrition, breeding, and dairy product processing. 

OUTPUT 2: Capacity of dairy farmers have been increased
Second output will be achieved by training of 80 to 200 dairy farmers in 4 Philippines’s regions. It will be also achieved by creation of guidebook for dairy workers on animal welfare, animal nutrition, breeding, and dairy product processing. 

OUTPUT 3: Philippines local milk consumption have been promoted
Third output will be achieved by creation of a website for promotion of consumption of local milk products.",['5'],['2'],,2019,2019,3,,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,['3'],74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['4', '92', '175', '93', '179']",0,0,0,2429879,0,0,0,0,0,0,0,0,0,0,0,0
http://pipol.neda.gov.ph/editproject/32457,32457,NDA - Technical & Facility Assistance for the Development of the Philippine Dairy Industry,NDA,34,2,0,"['4', '7']","This project will cover three (3) sub-projects which include the following:
a. Total Mixed Ration Formulation and Production
b. Dairy Machinery Standards Design and Development
c. Farm and Plant Waste Management

Promote total mixed ration (TMR) fro animal health inprovement, define standards for equipment as to the nature of materials including applicability and
efficiency of the machineries commonly used in dairy farming operationsand, Benchmark and prospect technological practices of Japans Waste water treatment for
dairy farms and processing plants for the development of  the Philippine dairy industry.",2021-05001-000261,2,11,"['40', '5', '6', '10', '11']",['40'],1,2,0,,0,0,0,0,,,,,,,[],[],[],,2,0,"No project funding to date, project was proposed to JAICA through DA- PDS",22/10/2019,8,[],Establishment of a specialized large-scale and fully mechanized Total Mixed Ration (TMR) production plant and supply centers in various sites of the Philippines,['5'],['2'],,2019,2019,5,,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,['6'],74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['4', '5']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://pipol.neda.gov.ph/editproject/32065,32065,NDA-Benchmarking and Prospecting of Technological Practices of Spain's Dairy Production & Processing,NDA,34,2,0,"['4', '6', '7']","The main objective of the study is to benchmark and compare the dairy production and processing technologies in Spain and to prospect existing practical Spain dairy technologies/practices that can be suitable to Philippine condition.
Specific objectives are as follows:
1. Study, observe, analyze and appreciate Spain’s small and medium farmers dairy management practices on farm and in plant; and
2. Explore possible cooperation in improving dairy farming productivity and plant efficiency.",2021-05001-000226,3,16,['16'],['85'],1,2,0,,0,0,0,0,,,,,,,[],[],[],,2,0,"Proposal submitted to the Project Development (PDS) last March 5, 2019",18/10/2019,8,"['9', '10', '20']",Benchmark Study on Spain's Dairy Industry,['5'],['2'],,2019,2019,3,,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"['1', '3']",74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['4', '92', '175', '93', '179', '5', '94', '95', '180', '181']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://pipol.neda.gov.ph/editproject/32590,32590,NFA - Acquisition & Installation of Drying Facility,NFA,35,2,0,['8'],To be utilized in the procurment of palay and maintain the good quality of rice buffer stocks.,2021-05001-000284,2,14,"['1', '2', '3', '40', '41', '5', '6', '9', '10', '11', '12', '13', '14']","['2', '3', '4', '5', '6', '8', '11', '12', '16', '17', '18', '19', '20', '21', '22', '27', '28', '29', '30', '34', '35', '36', '37', '39', '41', '44', '45', '51', '54', '55', '56', '58', '59', '60', '61', '62', '68', '69', '75', '78']",1,2,0,,0,1,0,0,,,,,,,[],[],[],,1,1,Detailed Engineering Design,24/10/2019,8,[],To acquire additional/needed drying facility for the palay procurement and stocks maintenance of NFA.,['5'],['1'],,2020,2023,3,,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3544,['4'],74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['4', '92']",0,0,0,0,1970205000,2242090500,2488805550,2736448275,0,0,0,0,0,0,0,0
http://pipol.neda.gov.ph/editproject/32587,32587,NFA - Acquisition & Installation of Ricemills,NFA,35,2,0,['8'],To Ensure enough quantity of palay stocks are milled into rice for buffer stock requirments.,2021-05001-000281,2,14,"['1', '2', '3', '40', '41', '5', '6', '9', '10', '11', '12', '13', '14']","['2', '3', '4', '5', '6', '8', '10', '16', '17', '18', '19', '20', '22', '27', '28', '29', '30', '34', '35', '36', '37', '39', '41', '44', '46', '48', '54', '55', '56', '57', '58', '59', '60', '64', '68', '69', '75', '79', '88']",1,2,0,,0,1,0,0,,,,,,,[],[],[],,1,0,With Approved NEP,24/10/2019,8,[],"Mill the right quantity of rice buffer stocks, and in accordance with schedule.",['5'],['1'],,2020,2022,3,,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3544,['4'],74,25585500,0,0,0,0,0,0,0,0,1215000000,0,0,0,0,0,0,0,0,"['4', '92']",0,0,0,0,1215000000,1644500000,726000000,0,0,0,0,0,0,0,0,0
http://pipol.neda.gov.ph/editproject/32579,32579,NFA - Construction of Storage  Facilities,NFA,35,2,0,['8'],To be utilized for the procurement and maintenance of rice buffer stocks.,2021-05001-000275,2,14,"['16', '1', '2', '3', '40', '41', '5', '6', '7', '8', '12', '14']","['9', '15', '18', '24', '26', '27', '28', '31', '35', '40', '44', '51', '52', '56', '59', '60', '61', '64', '72', '75', '77']",1,2,0,,0,0,0,0,,,,,,,[],[],[],,1,0,With detailed Engineering Design.,24/10/2019,8,[],To construct additional / needed storage facility for the palay procurement and stocks maintenance of NFA.,['5'],['1'],,2019,2023,3,,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3544,['4'],74,0,0,0,56649462,0,0,30166161,0,0,204750,0,0,0,0,0,0,0,0,"['4', '92']",0,0,0,30166161,303300,353910,204750,105675,0,0,0,0,0,0,0,0
http://pipol.neda.gov.ph/editproject/32572,32572,NFA - Establishing Real-Time ASEAN Food Security Information System and Developing Human Resource in the Philippines (2nd Phase),NFA,35,2,0,['6'],"Establishing the National Action Plan (NAP) to build NAIS.
Establishing NAIS that will be connected on-line to ASEAN+3 Food Security Information System (AFSIS).
Developing NAIS mobile application (NAIS App) for data collectors to upload and disseminate data through NAIS with mobile devices.
Developing human resource through conduct of trainings.",2021-05001-000272,1,,[],[],1,2,0,,0,0,0,0,,,,,,,[],[],[],,1,0,"National Action Plan (NAP), National Agri-Food Information System (NAIS) established.
Local trainings conducted by EPIS and the Project management Consultant (PMS) completed.
NAIS App developed (for the Commercial Stock Survey (CSS), in particular).
Project equipment/hardware provided.
Conducted area briefings on the National Agri-Food Information System (NAIS) - Commercial Stock Survey (CSS) App nationwide.
Deployed the 360 tablets nationwide for the monthly conduct of the commercial stock survey among some 11,800 pre-determined sample respondents (representing some 93,000 grains businessmen) in all provinces nationwide.",24/10/2019,8,[],"Establishing the National Action Plan (NAP) to build NAIS.
Establishing NAIS that will be connected on-line to ASEAN+3 Food Security Information System (AFSIS)
Developing NAIS mobile application (NAIS App) for data collectors to upload and disseminate data through NAIS with mobile devices.
Developing human resource through conduct of training/s.",['5'],['2'],,2018,2020,3,,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,['2'],75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['4', '92']",0,0,0,20650190,0,0,0,0,0,0,0,0,0,0,0,0
http://pipol.neda.gov.ph/editproject/32319,32319,NFA- Palay Procurement,NFA,35,1,1,"['7', '8']",Continue to perform NFA's role in ensuring food security by maintaining sufficient rice buffer stocks sourced solely from local farmers,2021-05001-000252,1,,[],[],1,1,0,,0,0,0,0,,,,,,,[],[],[],,1,0,"314 529 MT of Palay procured equivalent to 44% accomplishment vs target of 723,000 MT (as of Sept. 19 2019 report)",24/10/2019,8,[],Procure the buffer stock requirment good for 15-30 days.,['5'],"['1', '2', '9', '11']",,2020,2023,3,,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3544,['1'],74,5100000000,5100000000,0,7000000000,7000000000,0,7000000000,7000000000,0,7000000000,0,0,0,0,0,0,0,0,"['4', '92']",0,0,0,0,7000000000,31140000000,31140000000,31140000000,0,0,0,0,0,0,0,0
http://pipol.neda.gov.ph/editproject/9462,9462,NMIS - Local Meat Establishment Assistance Program,NMIS,28,1,1,"['1', '2', '4']","Self reliant, confident and motivated LGUs in terms of meat inspection, hygiene and enforcements.
Consistent implementation of Meat Inspection Code of the Philippines in every Province, Municipality and City, thus, meat are assured to be produced hygienically throughout the Philippines.",2020-05001-000148,1,,[],[],1,2,0,,0,0,0,0,,,,,,,[],[],[],,1,0,Ongoing Implementation,25/10/2019,8,[],"Meat Industry Sector Developed
1. % increase in the number of beneficiary LGU meat facilities that are compliant to national standards and area properly operated and maintained (75% in 5 years)
2. % of highly urbanized LGUs capable of performing meat inspection services (100% in 5 years)
3. Number of LGU MI trained to perform meat inspection service (400)",['5'],['2'],,2017,2022,5,,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,['1'],74,0,55246000,0,0,243310000,0,59154000,59154000,0,0,0,0,0,0,0,0,0,0,"['4', '5', '94', '95', '181', '182']",0,55426000,242310000,59154000,52238000,0,0,0,0,0,0,0,0,0,0,0
http://pipol.neda.gov.ph/editproject/32162,32162,NTA - Construction of New NTA Building (Year 1 of 3),NTA,36,2,0,"['1', '3', '4']","The New NTA building will be built along Scout Reyes St. corner Panay avenue, Quezon City, it is a 30 storey office and commercial building that wil be provided to cater its intended use. It is design not only profitable but also helps revitalize economic activities around the area. The structural design of the building shall meet the serviceability and strength requirements stipulated in the latest structural code of the Philippines, NSCP 2015.

For structurarily unfit for Occupancy",2021-05001-000242,3,16,['16'],['84'],1,7,1,7,1,0,0,0,,,,01/05/2019,,,['6'],['17'],"['2', '8', '9']","Productivity of labour, Productivity of equipment, Suitability of materials, Defective work, Topography,  resistance  to Natural catastrophes and the safety of the construction workers engaged in the project as well as the general public within the vicinity of the site.

Awareness, education, preparedness, and prediction and warning systems and adoption of zoning, land-use practices, and building codes prevent or reduce actual damage from hazards. In addition, safety programs and appropriate trainings to be provided to all workers. Other specialized training should be provided to al workers/operators if necessary for a specific work.",2,0,"CY2020 - New Building partially constructed, Cy 2021- Continue work program, Cy 2022, Continue work program",21/10/2019,99,['12'],NTA  Buidling Constructed,"['3', '4']","['6', '8', '9']",2,2020,2020,3,,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,['1'],74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['4'],0,0,0,0,164281000,1416498083,754880117,0,0,0,0,0,164281000,1416498083,754880117,0
http://pipol.neda.gov.ph/editproject/32168,32168,NTA - Continuing Exercise of Regulatory Authority under Existing Laws,NTA,36,1,1,['2'],"This program involves the exercise of regulatory authority of the NTA, to include the supervision of tobacco trading operations, monitoring, supervision and regulatory procedures on the redrying, preliminary processing of tobacco leaf; it also covers the setting up of floor prices  for tobacco through the conduct of tripartite conference

Effective Enforcement of regulatory measures",2021-05001-000243,2,2,"['15', '1', '2']","['1', '18', '34', '35', '37', '39', '60']",1,2,0,,0,0,0,0,,,,,,,[],[],[],,1,0,various commodity clearances/import/export permits issued to 57 Importers/Exporters/Manufactureres and Licenses were likewise issued to Trading Centers/Wholesale Tobacco Dealers/Redrying Plants,21/10/2019,8,[],Various commodity clearances/import/export permits,"['1', '3', '5', '9']","['1', '2', '3']",,2017,2022,3,,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,['1'],74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['4', '92']",0,3306000,3306000,3405000,3893000,4282300,4710530,0,0,0,0,0,0,0,0,0
http://pipol.neda.gov.ph/editproject/32222,32222,NTA - Continuing Research and Development and implementation of Pioneering ventures- (Other uses of tobacco),NTA,36,1,1,"['2', '5']","The continuing development and commercialization of the other Industrial uses of tobacco to increase its utility, create new / expand demand and there augment farmers income, save and earn dollars create new business activities/employment, and increase revenue for the government and to serve as safety nets of any eventuality that may arise due to aggressive global anti-smoking campaign.

Enhancement of technologies and profitability of the production of tobacco dust, tobacco handmade paper and tobacco extracts as  pesticides for vegetables, fruits and ornamental.",2021-05001-000246,2,2,"['15', '1', '2']","['1', '18', '34', '35', '37', '39', '60']",1,2,0,,0,0,0,0,,,,,,,[],[],[],,1,0,"Studies were conducted to find alternative uses of tobacco, one of which was the Scale Up Production and Demonstration Trials on the Use of Tobacco Leaf Extract Emulsion; Tobacco Handmade Paper Production: Technology enhancements and prototyping of novelty items; and Spent Tea Leaves and Tobacco Dust as additive to Plywood Adhesive.",21/10/2019,8,[],"• For Tobacco Hand made paper, production of various paper and novelty items with the use of tobacco stalks.                                                                                                                 • For Tobacco Extracts, use for the control of Insect Pest for mango, vegetable, veterinary, pharmaceutical and pesticide.","['3', '5', '8', '9', '11']","['1', '2', '7', '8', '13', '17']",,2017,2022,3,,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,['1'],74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['4', '92']",0,1080000,1080000,890580,890580,890580,890580,0,0,0,0,0,0,0,0,0
http://pipol.neda.gov.ph/editproject/9472,9472,NTA - Establishment of Tobacco Leaf and Grading Institute,NTA,36,2,0,"['5', '7']","The establishment of a Tobacco Research and Grading Institute is timely and appropriate in response to the ever growing clamors of tobacco farmers against adoption by the tobacco companies of uninformed international grading system which deviated from the NTA grading and classification standards and resulted in the down grading of their tobacco produce, hence lesser income derived therefrom. 

To establish a training institute for the company graders, TPROs/ Agriculturists, other NTA employees, student researchers, farmers/ farmer leaders. The project shall develop and deliver an optimum policy of training and education in the transfer of knowledge and skill of the trainees on the NTA harmonized system to become effective, efficient and globally competitive.",2020-05001-000132,3,1,['1'],"['34', '35', '60']",1,2,0,,1,1,0,0,,,,,,,['6'],['19'],['9'],"Budget deferred due to budgetary constraints hence, the availability of budget from RA 4155",1,0,"with project proposal, feasibility study and DED",19/10/2019,8,[],"a total of 11,  340 will benefit the project. A total of eignt (8) training buildings will be constructed (1 per BO). The agency will be able to generate the income for this project","['3', '7']","['1', '2', '8', '9', '11', '17']",,2019,2023,3,,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,['1'],74,0,0,65000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['4', '92', '173', '5']",0,0,0,0,0,47965000,0,0,0,0,0,0,0,36000000,0,0
http://pipol.neda.gov.ph/editproject/9686,9686,NTA - Farmers Organizational Development (FOD),NTA,36,1,1,['2'],"This project include the continuing registration of farmers, strengthening farm clusters, organizational development and livelihood assistance, to enable the farmers to become self-reliant, food secured and become active partners of development 

Conducting FOD Strategic Planning and Workshop which aims at reinventing the FOD group and and identification of the actual needs and problems of one recepient coop/association per Branch Office and construct a socio-economic activity plan",2020-05001-000131,2,2,"['1', '2']","['18', '34', '35', '37', '39', '60']",1,2,0,,0,0,0,0,,,,,,,[],[],[],,1,0,"Initially trained a total of 1,060 tobacco farmers/dependents in the different provinces of Regions 1 and 2, and CAR",19/10/2019,8,['11'],Conducting FOD Strategic Planning and Workshop which aims at reinventing the FOD group and and identification of the actual needs and problems of one recepient coop/association per Branch Office and construct a socio-economic activity plan,['5'],"['1', '8']",,2017,2022,5,,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['1'],74,0,0,3381115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['5', '94']",0,2383017,6882670,3863580,3863580,3863580,3863580,0,0,0,0,0,0,0,0,0
http://pipol.neda.gov.ph/editproject/9470,9470,NTA - Renewable Fuelwood Energy Farm Development and Restoration of Ecological Integrity,NTA,36,1,1,['2'],"This is a joint venture of NTA, DENR, tobacco-based cooperatives and tobacco companies to provide ipil-ipil seedlings to Virginia tobacco farmers for their fuelwood requirements and restore the ecological integrity of tobacco-growing regions, to help mitigate climate change through tree planting.

To provide ipil-ipil seedlings to Virginia tobacco farmers for their fuelwood requirements and restore the ecological integrity of tobacco-growing regions, to help mitigate climate change through tree planting.",2020-05001-000133,2,2,"['1', '2']","['18', '34', '35', '37', '39', '60']",1,2,0,,0,0,0,0,,,,,,,[],[],[],,1,0,"2,826,250 tree seedlings (ipil-ipil, gemelina, mahogany) were planted in anarea of 1,130 hectares in Region I and CAR; Bamboo component, 46,685 seedlings were planted in an area of 228 hectares in Region II; Farmer beneficiaries totaled to 1,177; Production assistanc, PhP28.46 M. Synchronized Tree Planting a tot. of 2,033,105 tree seedlings were planted with a budget of PhP2.76 M",19/10/2019,8,[],"To provide ipil-ipil seedlings to Virginia tobacco farmers for their fuelwood requirements and restore the ecological integrity of tobacco-growing regions, to help mitigate climate change through tree planting","['3', '5']","['8', '13', '15']",,2017,2022,5,,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,['1'],74,0,50000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['5'],0,0,0,50000000,50000000,50000000,50000000,0,0,0,0,0,0,0,0,0
http://pipol.neda.gov.ph/editproject/9439,9439,"NTA - Technology Assistance, Extension & Production Support Services ( formerly Production Support Services on Integrated Farming and Other Income Generating Activities Project)",NTA,36,1,1,['2'],"A continuing and top priority programof the Agency, the IFOIGAP-TCGS in line with Medium TermDevelopment Plan (MTDP) of the government geareds towards increased utilization, increased yield and improved quality leaf production and increased income capacities of tobacco farmers. It promotes a market-oriented approach of production by involving the tobacco buyer firms, local government units, government financial institutions, in the provision of credit/production assistance to tobacco farmer-cooperators

Tobacco farmers provided with technical and production assistance",2020-05001-000134,2,2,"['15', '1', '2']","['18', '34', '35', '37', '39', '60']",1,2,0,,1,1,0,0,,,,,,,['6'],['19'],['9'],"Low production, low yield, low net income due to unfavorable weather conditions. Increase in excise tax on tobacco products. Decrease in number of farmers and area due to the anti-smoking law

Encourage early planting among farmers. Encourage farmers for shifting towards topped tobacco production.Encourage quality of improve flavor for export.",1,0,"TCGS-5,838 tob. farmers w/ an area of 3,600 has. were extended production assistance; Seeds (80.24 kgs) were distributed to TCGS farmer-beneficiaries free of charge; Rice prod'n. proj. 2,426 FCs & 1,897 has. Were granted prod'n. assistance in the amount of 20M; Curing Barn Assistance proj. 3,336 tob. farmers were extended assistance for repair of their curing barns, PhP 50M was released.",21/10/2019,8,[],Tobacco farmers provided with technical and production assistance,"['1', '3', '5']","['1', '2', '4', '5', '8']",,2017,2022,3,,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"['4', '6']",74,0,0,100000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['4', '92']",0,407479000,356876000,601661000,567920000,624712000,687183200,0,0,100000000,78965000,106669000,133246000,146570600,161227660,0
http://pipol.neda.gov.ph/editproject/9486,9486,NTA -Quality Assurance for Tobacco Leaf and Manufactured Products,NTA,36,2,1,"['2', '5']","The project will concentrate in the provision of services that ensure the quality of land, water, fertilizer and leaf tobacco, including the continuing study and monitoring of physical and chemical quality of cigarette, as an input to continuing technology adjustments standards formulation and effective regulation enforcement and compliance.

Strengthen research & development & technology transfer",2020-05001-000129,2,2,"['15', '1', '2']","['1', '18', '34', '35', '37', '39', '60']",1,2,0,,0,0,0,0,,,,,,,[],[],[],,1,0,"458 participants composed of TPROs, Agriculturist, Tobacco Company graders, and Farmer Leaders were trained on the Harmonized Grades of Tobacco.",21/10/2019,8,[],Established quality standards of tobacco leaf and tobacco products and a techno-physical facilities and reference materials for quality determination of tobacco leaf and manufactured tobacco products,"['3', '5', '8']","['1', '2', '3', '5', '8', '12', '13']",,2017,2022,3,,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,['1'],74,0,64690000,5113428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['4', '92']",0,83303000,80491000,66699000,24806000,24806000,24806000,0,0,0,0,0,0,0,0,0
