name,operating_unit_id,prexc_program_id,prexc_subprogram_id,uacs_code
PAEF on the National High-Value Crops Development Program,7,22,55,3.10201E+14
PAEF on the National High-Value Crops Development Program,12,22,55,3.10201E+14
PAEF on the National High-Value Crops Development Program,8,22,55,3.10201E+14
PAEF on the National High-Value Crops Development Program,9,22,55,3.10201E+14
PAEF on the National High-Value Crops Development Program,10,22,55,3.10201E+14
PAEF on the National High-Value Crops Development Program,11,22,55,3.10201E+14
PAEF on the National High-Value Crops Development Program,13,22,55,3.10201E+14
PAEF on the National High-Value Crops Development Program,14,22,55,3.10201E+14
PAEF on the National High-Value Crops Development Program,15,22,55,3.10201E+14
PAEF on the National High-Value Crops Development Program,16,22,55,3.10201E+14
PAEF on the National Livestock Program,19,22,55,3.10201E+14
PAEF on the National Livestock Program,1,22,55,3.10201E+14
PAEF on the National Livestock Program,2,22,55,3.10201E+14
PAEF on the National Livestock Program,3,22,55,3.10201E+14
PAEF on the National Livestock Program,4,22,55,3.10201E+14
PAEF on the National Livestock Program,5,22,55,3.10201E+14
PAEF on the National Livestock Program,6,22,55,3.10201E+14
PAEF on the National Livestock Program,7,22,55,3.10201E+14
PAEF on the National Livestock Program,12,22,55,3.10201E+14
PAEF on the National Livestock Program,8,22,55,3.10201E+14
PAEF on the National Livestock Program,9,22,55,3.10201E+14
PAEF on the National Livestock Program,10,22,55,3.10201E+14
PAEF on the National Livestock Program,11,22,55,3.10201E+14
PAEF on the National Livestock Program,13,22,55,3.10201E+14
PAEF on the National Livestock Program,14,22,55,3.10201E+14
PAEF on the National Livestock Program,15,22,55,3.10201E+14
PAEF on the National Livestock Program,16,22,55,3.10201E+14
PAEF on the Promotion and Development of Organic Agriculture Program,22,22,55,3.10201E+14
PAEF on the Promotion and Development of Organic Agriculture Program,2,22,55,3.10201E+14
PAEF on the Promotion and Development of Organic Agriculture Program,3,22,55,3.10201E+14
PAEF on the Promotion and Development of Organic Agriculture Program,4,22,55,3.10201E+14
PAEF on the Promotion and Development of Organic Agriculture Program,5,22,55,3.10201E+14
PAEF on the Promotion and Development of Organic Agriculture Program,6,22,55,3.10201E+14
PAEF on the Promotion and Development of Organic Agriculture Program,7,22,55,3.10201E+14
PAEF on the Promotion and Development of Organic Agriculture Program,12,22,55,3.10201E+14
PAEF on the Promotion and Development of Organic Agriculture Program,8,22,55,3.10201E+14
PAEF on the Promotion and Development of Organic Agriculture Program,9,22,55,3.10201E+14
PAEF on the Promotion and Development of Organic Agriculture Program,10,22,55,3.10201E+14
PAEF on the Promotion and Development of Organic Agriculture Program,11,22,55,3.10201E+14
PAEF on the Promotion and Development of Organic Agriculture Program,13,22,55,3.10201E+14
PAEF on the Promotion and Development of Organic Agriculture Program,14,22,55,3.10201E+14
PAEF on the Promotion and Development of Organic Agriculture Program,15,22,55,3.10201E+14
PAEF on the Promotion and Development of Organic Agriculture Program,16,22,55,3.10201E+14
Panay Island Upland Sustainable Development Project,9,29,46,3.105E+14
Partnership Development,32,21,30,3.101E+14
Philippine Rural Development Program,1,29,46,3.105E+14
"Planning and policy formulation for soil and water resources conservation, management and development (BSWM)",22,4,4,2E+14
"Planning, Monitoring and Knowledge Management",32,21,28,3.101E+14
"Policy formulation, research and advocacy, monitoring and evaluation of credit policies, plans and programs and capacity building",24,15,25,3.101E+14
Production Support Services,33,19,22,3.101E+14
Production Support Services,33,20,22,3.101E+14
Provision of Agricultural Equipment and Facilities (PAEF) on the National Rice Program,1,22,55,3.10201E+14
Provision of Agricultural Equipment and Facilities (PAEF) on the National Rice Program,2,22,55,3.10201E+14
Provision of Agricultural Equipment and Facilities (PAEF) on the National Rice Program,3,22,55,3.10201E+14
Provision of Agricultural Equipment and Facilities (PAEF) on the National Rice Program,4,22,55,3.10201E+14
Provision of Agricultural Equipment and Facilities (PAEF) on the National Rice Program,5,22,55,3.10201E+14
Provision of Agricultural Equipment and Facilities (PAEF) on the National Rice Program,6,22,55,3.10201E+14
Provision of Agricultural Equipment and Facilities (PAEF) on the National Rice Program,7,22,55,3.10201E+14
Provision of Agricultural Equipment and Facilities (PAEF) on the National Rice Program,12,22,55,3.10201E+14
Provision of Agricultural Equipment and Facilities (PAEF) on the National Rice Program,8,22,55,3.10201E+14
Provision of Agricultural Equipment and Facilities (PAEF) on the National Rice Program,9,22,55,3.10201E+14
Provision of Agricultural Equipment and Facilities (PAEF) on the National Rice Program,10,22,55,3.10201E+14
Provision of Agricultural Equipment and Facilities (PAEF) on the National Rice Program,11,22,55,3.10201E+14
Provision of Agricultural Equipment and Facilities (PAEF) on the National Rice Program,13,22,55,3.10201E+14
Provision of Agricultural Equipment and Facilities (PAEF) on the National Rice Program,14,22,55,3.10201E+14
Provision of Agricultural Equipment and Facilities (PAEF) on the National Rice Program,15,22,55,3.10201E+14
Provision of Agricultural Equipment and Facilities (PAEF) on the National Rice Program,16,22,55,3.10201E+14
Provision of fishery on-farm/post-harvest equipment and facilities,25,16,42,3.10103E+14
PSS on the National Corn Program,21,14,35,3.10101E+14
PSS on the National Corn Program,22,14,35,3.10101E+14
PSS on the National Corn Program,1,14,35,3.10101E+14
PSS on the National Corn Program,2,14,35,3.10101E+14
PSS on the National Corn Program,3,14,35,3.10101E+14
PSS on the National Corn Program,4,14,35,3.10101E+14
PSS on the National Corn Program,5,14,35,3.10101E+14
PSS on the National Corn Program,6,14,35,3.10101E+14
PSS on the National Corn Program,7,14,35,3.10101E+14
PSS on the National Corn Program,12,14,35,3.10101E+14
PSS on the National Corn Program,8,14,35,3.10101E+14
PSS on the National Corn Program,9,14,35,3.10101E+14
PSS on the National Corn Program,10,14,35,3.10101E+14
PSS on the National Corn Program,11,14,35,3.10101E+14
PSS on the National Corn Program,13,14,35,3.10101E+14
PSS on the National Corn Program,14,14,35,3.10101E+14
PSS on the National Corn Program,15,14,35,3.10101E+14
PSS on the National Corn Program,16,14,35,3.10101E+14
PSS on the National High-Value Crops Development Program,21,14,35,3.10101E+14
PSS on the National High-Value Crops Development Program,1,14,35,3.10101E+14
PSS on the National High-Value Crops Development Program,2,14,35,3.10101E+14
PSS on the National High-Value Crops Development Program,3,14,35,3.10101E+14
PSS on the National High-Value Crops Development Program,4,14,35,3.10101E+14
PSS on the National High-Value Crops Development Program,5,14,35,3.10101E+14
PSS on the National High-Value Crops Development Program,6,14,35,3.10101E+14
PSS on the National High-Value Crops Development Program,7,14,35,3.10101E+14
PSS on the National High-Value Crops Development Program,12,14,35,3.10101E+14
PSS on the National High-Value Crops Development Program,8,14,35,3.10101E+14
PSS on the National High-Value Crops Development Program,9,14,35,3.10101E+14
PSS on the National High-Value Crops Development Program,10,14,35,3.10101E+14
PSS on the National High-Value Crops Development Program,11,14,35,3.10101E+14
PSS on the National High-Value Crops Development Program,13,14,35,3.10101E+14
PSS on the National High-Value Crops Development Program,14,14,35,3.10101E+14
PSS on the National High-Value Crops Development Program,15,14,35,3.10101E+14
PSS on the National High-Value Crops Development Program,16,14,35,3.10101E+14
PSS on the National Livestock Program,19,14,35,3.10101E+14
PSS on the National Livestock Program,1,14,35,3.10101E+14
PSS on the National Livestock Program,2,14,35,3.10101E+14
PSS on the National Livestock Program,3,14,35,3.10101E+14
PSS on the National Livestock Program,4,14,35,3.10101E+14
PSS on the National Livestock Program,5,14,35,3.10101E+14
PSS on the National Livestock Program,6,14,35,3.10101E+14
PSS on the National Livestock Program,7,14,35,3.10101E+14
PSS on the National Livestock Program,12,14,35,3.10101E+14
PSS on the National Livestock Program,8,14,35,3.10101E+14
PSS on the National Livestock Program,9,14,35,3.10101E+14
PSS on the National Livestock Program,10,14,35,3.10101E+14
PSS on the National Livestock Program,11,14,35,3.10101E+14
PSS on the National Livestock Program,13,14,35,3.10101E+14
PSS on the National Livestock Program,14,14,35,3.10101E+14
PSS on the National Livestock Program,15,14,35,3.10101E+14
PSS on the National Livestock Program,16,14,35,3.10101E+14
PSS on the National Rice Program,21,14,35,3.10101E+14
PSS on the National Rice Program,1,14,35,3.10101E+14
PSS on the National Rice Program,2,14,35,3.10101E+14
PSS on the National Rice Program,3,14,35,3.10101E+14
PSS on the National Rice Program,4,14,35,3.10101E+14
PSS on the National Rice Program,5,14,35,3.10101E+14
PSS on the National Rice Program,6,14,35,3.10101E+14
PSS on the National Rice Program,7,14,35,3.10101E+14
PSS on the National Rice Program,12,14,35,3.10101E+14
PSS on the National Rice Program,8,14,35,3.10101E+14
PSS on the National Rice Program,9,14,35,3.10101E+14
PSS on the National Rice Program,10,14,35,3.10101E+14
PSS on the National Rice Program,11,14,35,3.10101E+14
PSS on the National Rice Program,13,14,35,3.10101E+14
PSS on the National Rice Program,14,14,35,3.10101E+14
PSS on the National Rice Program,15,14,35,3.10101E+14
PSS on the National Rice Program,16,14,35,3.10101E+14
PSS on the Promotion and Development of Organic Agriculture Program,19,14,35,3.10101E+14
PSS on the Promotion and Development of Organic Agriculture Program,21,14,35,3.10101E+14
PSS on the Promotion and Development of Organic Agriculture Program,1,14,35,3.10101E+14
PSS on the Promotion and Development of Organic Agriculture Program,2,14,35,3.10101E+14
PSS on the Promotion and Development of Organic Agriculture Program,3,14,35,3.10101E+14
PSS on the Promotion and Development of Organic Agriculture Program,4,14,35,3.10101E+14
PSS on the Promotion and Development of Organic Agriculture Program,5,14,35,3.10101E+14
PSS on the Promotion and Development of Organic Agriculture Program,6,14,35,3.10101E+14
PSS on the Promotion and Development of Organic Agriculture Program,7,14,35,3.10101E+14
PSS on the Promotion and Development of Organic Agriculture Program,12,14,35,3.10101E+14
PSS on the Promotion and Development of Organic Agriculture Program,8,14,35,3.10101E+14
PSS on the Promotion and Development of Organic Agriculture Program,9,14,35,3.10101E+14
PSS on the Promotion and Development of Organic Agriculture Program,10,14,35,3.10101E+14
PSS on the Promotion and Development of Organic Agriculture Program,11,14,35,3.10101E+14
PSS on the Promotion and Development of Organic Agriculture Program,13,14,35,3.10101E+14
PSS on the Promotion and Development of Organic Agriculture Program,14,14,35,3.10101E+14
PSS on the Promotion and Development of Organic Agriculture Program,15,14,35,3.10101E+14
PSS on the Promotion and Development of Organic Agriculture Program,16,14,35,3.10101E+14
Public information services,1,8,12,2E+14
Quality control and inspection,19,27,47,3.104E+14
Quality control and inspection,21,27,47,3.104E+14
Quality control and inspection,1,27,47,3.104E+14
Quality control and inspection,2,27,47,3.104E+14
Quality control and inspection,3,27,47,3.104E+14
Quality control and inspection,4,27,47,3.104E+14
Quality control and inspection,5,27,47,3.104E+14
Quality control and inspection,6,27,47,3.104E+14
Quality control and inspection,7,27,47,3.104E+14
Quality control and inspection,12,27,47,3.104E+14
Quality control and inspection,8,27,47,3.104E+14
Quality control and inspection,9,27,47,3.104E+14
Quality control and inspection,10,27,47,3.104E+14
Quality control and inspection,11,27,47,3.104E+14
Quality control and inspection,13,27,47,3.104E+14
Quality control and inspection,14,27,47,3.104E+14
Quality control and inspection,15,27,47,3.104E+14
Quality control and inspection,16,27,47,3.104E+14
Quality control and inspection,25,23,47,3.102E+14
Quality control and inspection,33,24,47,3.102E+14
Quarantine services,19,27,61,3.104E+14
Quarantine services,21,27,61,3.104E+14
Quarantine services,1,27,61,3.104E+14
"Quarantine, registration and licensing",25,23,53,3.102E+14
R&D on the National Corn Program,20,14,43,3.10104E+14
R&D on the National Corn Program,21,14,43,3.10104E+14
R&D on the National Corn Program,1,14,43,3.10104E+14
R&D on the National Corn Program,2,14,43,3.10104E+14
R&D on the National Corn Program,3,14,43,3.10104E+14
R&D on the National Corn Program,4,14,43,3.10104E+14
R&D on the National Corn Program,5,14,43,3.10104E+14
R&D on the National Corn Program,6,14,43,3.10104E+14
R&D on the National Corn Program,7,14,43,3.10104E+14
R&D on the National Corn Program,12,14,43,3.10104E+14
R&D on the National Corn Program,8,14,43,3.10104E+14
R&D on the National Corn Program,9,14,43,3.10104E+14
R&D on the National Corn Program,10,14,43,3.10104E+14
R&D on the National Corn Program,11,14,43,3.10104E+14
R&D on the National Corn Program,13,14,43,3.10104E+14
R&D on the National Corn Program,14,14,43,3.10104E+14
R&D on the National Corn Program,15,14,43,3.10104E+14
R&D on the National Corn Program,16,14,43,3.10104E+14
R&D on the National High-Value Crops Development Program,20,14,43,3.10104E+14
R&D on the National High-Value Crops Development Program,21,14,43,3.10104E+14
R&D on the National High-Value Crops Development Program,1,14,43,3.10104E+14
R&D on the National High-Value Crops Development Program,3,14,43,3.10104E+14
R&D on the National High-Value Crops Development Program,8,14,43,3.10104E+14
R&D on the National Livestock Program,19,14,43,3.10104E+14
R&D on the National Livestock Program,1,14,43,3.10104E+14
R&D on the National Livestock Program,2,14,43,3.10104E+14
R&D on the National Livestock Program,3,14,43,3.10104E+14
R&D on the National Livestock Program,4,14,43,3.10104E+14
R&D on the National Livestock Program,5,14,43,3.10104E+14
R&D on the National Livestock Program,6,14,43,3.10104E+14
R&D on the National Livestock Program,7,14,43,3.10104E+14
R&D on the National Livestock Program,12,14,43,3.10104E+14
R&D on the National Livestock Program,8,14,43,3.10104E+14
R&D on the National Livestock Program,9,14,43,3.10104E+14
R&D on the National Livestock Program,10,14,43,3.10104E+14
R&D on the National Livestock Program,11,14,43,3.10104E+14
R&D on the National Livestock Program,13,14,43,3.10104E+14
R&D on the National Livestock Program,14,14,43,3.10104E+14
R&D on the National Livestock Program,15,14,43,3.10104E+14
R&D on the National Rice Program,20,14,43,3.10104E+14
R&D on the National Rice Program,21,14,43,3.10104E+14
R&D on the National Rice Program,22,14,43,3.10104E+14
R&D on the National Rice Program,1,14,43,3.10104E+14
R&D on the National Rice Program,2,14,43,3.10104E+14
R&D on the National Rice Program,3,14,43,3.10104E+14
R&D on the National Rice Program,4,14,43,3.10104E+14
R&D on the National Rice Program,5,14,43,3.10104E+14
R&D on the National Rice Program,6,14,43,3.10104E+14
R&D on the National Rice Program,7,14,43,3.10104E+14
R&D on the National Rice Program,12,14,43,3.10104E+14
R&D on the National Rice Program,8,14,43,3.10104E+14
R&D on the National Rice Program,9,14,43,3.10104E+14
R&D on the National Rice Program,10,14,43,3.10104E+14
R&D on the National Rice Program,11,14,43,3.10104E+14
R&D on the National Rice Program,13,14,43,3.10104E+14
R&D on the National Rice Program,14,14,43,3.10104E+14
R&D on the National Rice Program,15,14,43,3.10104E+14
R&D on the National Rice Program,16,14,43,3.10104E+14
R&D on the Promotion and Development of Organic Agriculture Program,20,14,43,3.10104E+14
R&D on the Promotion and Development of Organic Agriculture Program,19,14,43,3.10104E+14
R&D on the Promotion and Development of Organic Agriculture Program,22,14,43,3.10104E+14
Registration and licensing,19,27,51,3.104E+14
Registration and licensing,21,27,51,3.104E+14
Registration and licensing,2,27,51,3.104E+14
Registration and licensing,3,27,51,3.104E+14
Registration and licensing,4,27,51,3.104E+14
Registration and licensing,5,27,51,3.104E+14
Registration and licensing,6,27,51,3.104E+14
Registration and licensing,7,27,51,3.104E+14
Registration and licensing,12,27,51,3.104E+14
Registration and licensing,8,27,51,3.104E+14
Registration and licensing,9,27,51,3.104E+14
Registration and licensing,10,27,51,3.104E+14
Registration and licensing,11,27,51,3.104E+14
Registration and licensing,13,27,51,3.104E+14
Registration and licensing,14,27,51,3.104E+14
Registration and licensing,15,27,51,3.104E+14
Registration and licensing,16,27,51,3.104E+14
Registration and licensing,33,24,51,3.102E+14
Research and development,25,3,8,2E+14
Research and development,27,3,8,2E+14
Research and development,31,19,19,3.101E+14
Research and development,33,19,8,3.101E+14
Research for Development,30,18,32,3.101E+14
Scaling-Up of the Second Cordillera Highlands Agricultural Resources Management Project (CHARMP 2),2,29,46,3.105E+14
SOCCSKSARGEN Integrated Food Security Program,15,29,34,3.105E+14
Special Area for Agricultural Development Program,1,29,34,3.105E+14
Special Area for Agricultural Development Program,2,29,34,3.105E+14
Special Area for Agricultural Development Program,12,29,34,3.105E+14
Special Area for Agricultural Development Program,8,29,34,3.105E+14
Special Area for Agricultural Development Program,10,29,34,3.105E+14
Special Area for Agricultural Development Program,11,29,34,3.105E+14
Special Area for Agricultural Development Program,13,29,34,3.105E+14
Special Area for Agricultural Development Program,14,29,34,3.105E+14
Special Area for Agricultural Development Program,15,29,34,3.105E+14
Special Area for Agricultural Development Program,25,16,45,3.10105E+14
"Support for the Terraces Restoration Initiative and United Movement in the Preservation of the Heritage: Agricultural Infrastructure - Small Scale Irrigation, Banaue, Ifugao",2,29,34,3.105E+14
Young Farmers Program,18,29,34,3.105E+14
